estimating workload which takes just one millisecond
end estimation
0	13	1
0	14	2
0	15	3
0	16	4
0	17	5
0	19	6
0	20	7
0	21	8
0	22	9
0	23	10
0	36	11
0	37	12
0	39	13
0	40	14
0	41	15
0	42	16
0	43	17
0	44	18
0	45	19
0	47	20
0	52	21
0	53	22
0	54	23
0	55	24
0	56	25
0	57	26
0	59	27
0	60	28
0	61	29
0	62	30
0	63	31
0	76	32
0	77	33
0	78	34
0	80	35
0	81	36
0	82	37
0	83	38
0	84	39
0	85	40
0	87	41
0	100	42
0	101	43
0	102	44
0	103	45
0	104	46
0	105	47
0	106	48
0	108	49
0	109	50
0	110	51
0	111	52
0	124	53
0	125	54
0	126	55
0	128	56
0	129	57
0	130	58
0	131	59
0	132	60
0	133	61
0	134	62
0	136	63
0	149	64
0	150	65
0	151	66
0	152	67
0	153	68
0	154	69
0	155	70
0	157	71
0	158	72
0	159	73
0	172	74
0	173	75
0	174	76
0	175	77
0	177	78
0	178	79
0	179	80
0	180	81
0	181	82
0	182	83
0	184	84
0	197	85
0	198	86
0	199	87
0	200	88
0	201	89
0	202	90
0	203	91
0	205	92
0	206	93
0	207	94
0	220	95
0	221	96
0	222	97
0	224	98
0	225	99
0	226	100
1	1	1
1	2	2
1	3	3
1	4	4
1	6	5
1	7	6
1	8	7
1	9	8
1	10	9
1	11	10
1	25	11
1	26	12
1	27	13
1	28	14
1	29	15
1	30	16
1	31	17
1	33	18
1	34	19
1	35	20
1	48	21
1	49	22
1	50	23
1	51	24
1	65	25
1	66	26
1	67	27
1	68	28
1	69	29
1	70	30
1	71	31
1	73	32
1	74	33
1	75	34
1	88	35
1	89	36
1	90	37
1	91	38
1	92	39
1	94	40
1	95	41
1	96	42
1	97	43
1	98	44
1	99	45
1	112	46
1	114	47
1	115	48
1	116	49
1	117	50
1	118	51
1	119	52
1	121	53
1	122	54
1	123	55
1	136	56
1	137	57
1	138	58
1	139	59
1	141	60
1	142	61
1	143	62
1	144	63
1	145	64
1	146	65
1	160	66
1	161	67
1	162	68
1	163	69
1	164	70
1	165	71
1	166	72
1	167	73
1	169	74
1	170	75
1	171	76
1	184	77
1	185	78
1	187	79
1	188	80
1	189	81
1	190	82
1	191	83
1	192	84
1	193	85
1	195	86
1	208	87
1	209	88
1	210	89
1	211	90
1	212	91
1	213	92
1	215	93
1	216	94
1	217	95
1	218	96
1	219	97
1	227	98
1	228	99
1	229	100
