estimating workload which takes just one millisecond
end estimation
3	1	1
3	2	2
3	3	3
3	5	4
3	6	5
3	27	6
3	28	7
3	29	8
3	30	9
3	31	10
3	33	11
3	34	12
3	59	13
3	60	14
3	61	15
3	62	16
3	64	17
3	65	18
3	66	19
3	91	20
3	92	21
3	94	22
3	95	23
3	96	24
3	97	25
3	122	26
3	123	27
3	125	28
3	126	29
3	127	30
3	128	31
3	129	32
3	154	33
3	156	34
3	157	35
3	158	36
3	159	37
3	160	38
3	161	39
3	187	40
3	188	41
3	189	42
3	190	43
3	191	44
3	193	45
3	194	46
3	219	47
3	220	48
3	221	49
3	222	50
3	223	51
3	225	52
3	226	53
3	251	54
3	252	55
3	253	56
3	255	57
3	256	58
3	257	59
3	258	60
3	283	61
3	284	62
3	285	63
3	287	64
3	288	65
3	289	66
3	290	67
3	315	68
3	316	69
3	318	70
3	319	71
3	320	72
3	321	73
3	322	74
3	347	75
3	348	76
3	350	77
3	351	78
3	352	79
3	353	80
3	354	81
3	379	82
3	380	83
3	381	84
3	383	85
3	384	86
3	385	87
3	410	88
3	411	89
3	413	90
3	414	91
3	415	92
3	416	93
3	417	94
3	442	95
3	443	96
3	444	97
3	446	98
3	447	99
3	448	100
2	7	1
2	8	2
2	10	3
2	11	4
2	12	5
2	13	6
2	34	7
2	35	8
2	37	9
2	38	10
2	39	11
2	40	12
2	41	13
2	66	14
2	67	15
2	69	16
2	70	17
2	71	18
2	72	19
2	73	20
2	98	21
2	100	22
2	101	23
2	102	24
2	103	25
2	104	26
2	106	27
2	131	28
2	132	29
2	133	30
2	134	31
2	135	32
2	137	33
2	138	34
2	163	35
2	164	36
2	165	37
2	166	38
2	168	39
2	169	40
2	170	41
2	195	42
2	196	43
2	197	44
2	199	45
2	200	46
2	201	47
2	226	48
2	227	49
2	228	50
2	230	51
2	231	52
2	232	53
2	233	54
2	258	55
2	259	56
2	261	57
2	262	58
2	263	59
2	264	60
2	265	61
2	290	62
2	291	63
2	293	64
2	294	65
2	295	66
2	296	67
2	297	68
2	322	69
2	324	70
2	325	71
2	326	72
2	327	73
2	328	74
2	329	75
2	354	76
2	355	77
2	357	78
2	358	79
2	359	80
2	360	81
2	361	82
2	386	83
2	388	84
2	389	85
2	390	86
2	391	87
2	392	88
2	393	89
2	418	90
2	419	91
2	421	92
2	422	93
2	423	94
2	424	95
2	425	96
2	448	97
2	450	98
2	451	99
2	452	100
1	15	1
1	16	2
1	18	3
1	19	4
1	20	5
1	21	6
1	50	7
1	51	8
1	53	9
1	54	10
1	55	11
1	56	12
1	57	13
1	82	14
1	83	15
1	85	16
1	86	17
1	87	18
1	88	19
1	89	20
1	115	21
1	116	22
1	117	23
1	118	24
1	119	25
1	121	26
1	122	27
1	148	28
1	149	29
1	151	30
1	152	31
1	153	32
1	154	33
1	171	34
1	172	35
1	174	36
1	175	37
1	176	38
1	177	39
1	202	40
1	203	41
1	204	42
1	206	43
1	207	44
1	208	45
1	209	46
1	234	47
1	235	48
1	237	49
1	238	50
1	239	51
1	240	52
1	241	53
1	266	54
1	268	55
1	269	56
1	270	57
1	271	58
1	272	59
1	273	60
1	299	61
1	300	62
1	301	63
1	302	64
1	303	65
1	304	66
1	306	67
1	331	68
1	332	69
1	333	70
1	334	71
1	335	72
1	336	73
1	337	74
1	363	75
1	364	76
1	365	77
1	366	78
1	367	79
1	368	80
1	369	81
1	395	82
1	396	83
1	397	84
1	398	85
1	399	86
1	400	87
1	402	88
1	427	89
1	428	90
1	429	91
1	430	92
1	431	93
1	432	94
1	433	95
1	453	96
1	454	97
1	455	98
1	456	99
1	457	100
0	23	1
0	25	2
0	26	3
0	43	4
0	44	5
0	45	6
0	47	7
0	48	8
0	49	9
0	50	10
0	75	11
0	76	12
0	77	13
0	79	14
0	80	15
0	81	16
0	82	17
0	107	18
0	108	19
0	110	20
0	111	21
0	112	22
0	113	23
0	138	24
0	140	25
0	141	26
0	142	27
0	143	28
0	144	29
0	145	30
0	179	31
0	180	32
0	181	33
0	182	34
0	183	35
0	184	36
0	186	37
0	211	38
0	212	39
0	213	40
0	214	41
0	215	42
0	217	43
0	218	44
0	243	45
0	244	46
0	245	47
0	246	48
0	248	49
0	249	50
0	250	51
0	275	52
0	276	53
0	277	54
0	279	55
0	280	56
0	281	57
0	282	58
0	307	59
0	308	60
0	309	61
0	311	62
0	312	63
0	313	64
0	314	65
0	339	66
0	340	67
0	341	68
0	343	69
0	344	70
0	345	71
0	346	72
0	371	73
0	372	74
0	373	75
0	375	76
0	376	77
0	377	78
0	378	79
0	403	80
0	404	81
0	406	82
0	407	83
0	408	84
0	409	85
0	434	86
0	435	87
0	437	88
0	438	89
0	439	90
0	440	91
0	441	92
0	458	93
0	459	94
0	460	95
0	461	96
0	463	97
0	464	98
0	465	99
0	466	100
